site	PSI-MS_name	name	composition	priority
S	HexNAc(1)dHex(1)	HexNAc(1)dHex(1)	dHex HexNAc	0
S	AEBS	AEBS	H(9) C(8) N O(2) S	0
S	null	Hex(1)HexNAc(1)NeuAc(1)Ac(1)	Ac Hex HexNAc NeuAc	0
S	null	Hex(1)HexNAc(2)NeuAc(2)	Hex(1) HexNAc(2) NeuAc(2)	0
S	null	Hex(3)HexNAc(3)NeuAc(1)Sulf(1)	O(3) S Hex(3) HexNAc(3) NeuAc	0
S	Carbamyl	Carbamyl	H C N O	0
S	null	Hex(1)HexNAc(3)Sulf(1)	O(3) S Hex HexNAc(3)	0
S	null	Hex(2)HexNAc(4)	Hex(2) HexNAc(4)	0
S	null	dHex(1)Hex(1)HexNAc(3)	dHex(1) Hex(1) HexNAc(3)	0
S	Acetyl	Acetyl	H(2) C(2) O	0
S	null	dHex(1)Hex(2)HexNAc(1)	dHex(1) Hex(2) HexNAc(1)	0
S	null	dHex(2)Hex(4)	dHex(2) Hex(4)	0
S	null	Hex(1)HexNAc(3)NeuAc(2)	Hex(1) HexNAc(3) NeuAc(2)	0
S	null	Hex(2)HexNAc(3)NeuGc(3)	Hex(2) HexNAc(3) NeuGc(3)	0
S	null	dHex(1)Hex(3)HexNAc(2)	dHex(1) Hex(3) HexNAc(2)	0
S	Ser->LacticAcid	Ser->LacticAcid	H(-1) N(-1)	0
S	null	Hex(3)HexNAc(3)NeuGc(1)	Hex(3) HexNAc(3) NeuGc(1)	0
S	null	dHex(1)Hex(3)	dHex Hex(3)	0
S	null	dHex(4)Hex(3)HexNAc(3)	dHex(4) Hex(3) HexNAc(3)	0
S	null	dHex(2)Hex(3)HexA(1)HexNAc(2)Sulf(1)	O(3) S dHex(2) Hex(3) HexA HexNAc(2)	0
S	Glucuronyl	Glucuronyl	HexA	0
S	null	dHex(2)Hex(1)HexNAc(3)	dHex(2) Hex(1) HexNAc(3)	0
S	Octanoyl	Octanoyl	H(14) C(8) O	0
S	null	Hex(1)HexNAc(2)NeuAc(2)Sulf(1)	O(3) S Hex HexNAc(2) NeuAc(2)	0
S	null	PhosphoHex(2)	H O(3) P Hex(2)	0
S	null	dHex(1)Hex(2)HexNAc(2)NeuAc(2)Sulf(1)	O(3) S dHex Hex(2) HexNAc(2) NeuAc(2)	0
S	null	Hex(4)HexNAc(4)NeuAc(1)Sulf(3)	O(9) S(3) Hex(4) HexNAc(4) NeuAc	0
S	Hex(1)HexNAc(1)NeuAc(1)	Hex(1)HexNAc(1)NeuAc(1)	Hex HexNAc NeuAc	0
S	null	dHex(1)Hex(1)HexNAc(2)NeuAc(1)	dHex(1) Hex(1) HexNAc(2) NeuAc(1)	0
S	null	dHex(1)Hex(2)HexNAc(2)NeuGc(3)	dHex(1) Hex(2) HexNAc(2) NeuGc(3)	0
S	null	Hex(1)HexNAc(1)dHex(1)Me(1)	Me dHex Hex HexNAc	0
S	null	Hex(2)HexNAc(5)	Hex(2) HexNAc(5)	0
S	null	dHex(3)Hex(1)HexNAc(3)Kdn(1)	dHex(3) Hex HexNAc(3) Kdn	0
S	null	Hex(3)HexNAc(3)NeuGc(1)Sulf(1)	O(3) S Hex(3) HexNAc(3) NeuGc	0
S	Glycerophospho	Glycerophospho	H(7) C(3) O(5) P	0
S	null	dHex(2)Hex(2)HexA(1)	dHex(2) Hex(2) HexA(1)	0
S	null	dHex(2)Hex(3)HexNAc(4)	dHex(2) Hex(3) HexNAc(4)	0
S	null	cGMP+RMP-loss	H(4) C(5) N(5) O	0
S	null	dHex(2)Hex(3)HexA(1)HexNAc(3)Sulf(1)	O(3) S dHex(2) Hex(3) HexA HexNAc(3)	0
S	null	Propiophenone	H(8) C(9) O	0
S	Hex(2)HexNAc(2)	Hex(2)HexNAc(2)	Hex(2) HexNAc(2)	0
S	null	Hex(2)HexNAc(1)Me(1)	Me Hex(2) HexNAc	0
S	null	Methylphosphonate	H(3) C O(2) P	0
S	null	dHex(1)Hex(3)HexA(1)HexNAc(2)Sulf(1)	O(3) S dHex Hex(3) HexA HexNAc(2)	0
S	null	dHex(1)Hex(2)HexNAc(3)Sulf(1)	O(3) S dHex Hex(2) HexNAc(3)	0
S	null	bisANS-sulfonates	H(25) C(32) N(2)	0
S	null	dHex(1)HexNAc(3)	dHex(1) HexNAc(3)	0
S	null	dHex(1)Hex(3)HexNAc(5)NeuAc(1)	dHex(1) Hex(3) HexNAc(5) NeuAc(1)	0
S	Phospho	Phospho	H O(3) P	1
S	null	dHex(2)Hex(2)HexNAc(3)	dHex(2) Hex(2) HexNAc(3)	0
S	null	dHex(1)Hex(3)HexA(1)HexNAc(1)Sulf(1)	O(3) S dHex Hex(3) HexA HexNAc	0
S	null	HexNAc(1)NeuGc(1)	HexNAc NeuGc	0
S	Hex(1)HexNAc(2)dHex(2)	Hex(1)HexNAc(2)dHex(2)	dHex(2) Hex HexNAc(2)	0
S	null	dHex(1)Hex(1)HexNAc(2)Sulf(1)	O(3) S dHex Hex HexNAc(2)	0
S	null	dHex(1)Hex(2)HexNAc(2)NeuAc(2)	dHex(1) Hex(2) HexNAc(2) NeuAc(2)	0
S	null	Hex(2)HexNAc(2)NeuGc(1)	Hex(2) HexNAc(2) NeuGc(1)	0
S	GG	GG	H(6) C(4) N(2) O(2)	0
S	null	AMTzHexNAc2	H(30) C(19) N(6) O(10)	0
S	null	Phosphopropargyl	H(4) C(3) N O(2) P	0
S	null	Hex(3)HexNAc(1)Me(1)	Hex(3) HexNAc(1) Me(1)	0
S	null	O-Et-N-diMePhospho	H(10) C(4) N O(2) P	0
S	null	dHex(2)HexNAc(2)Kdn(1)	dHex(2) HexNAc(2) Kdn	0
S	null	Hex(7)Phos(3)	H(3) O(9) P(3) Hex(7)	0
S	EDT-maleimide-PEO-biotin	EDT-maleimide-PEO-biotin	H(39) C(25) N(5) O(6) S(3)	0
S	PhosphoHex	PhosphoHex	H O(3) P Hex	0
S	null	dHex(2)Hex(3)HexNAc(3)NeuAc(2)	dHex(2) Hex(3) HexNAc(3) NeuAc(2)	0
S	null	dHex(3)Hex(2)HexA(1)HexNAc(2)Sulf(1)	O(3) S dHex(3) Hex(2) HexA HexNAc(2)	0
S	null	dHex(1)Hex(1)HexNAc(3)Sulf(1)	O(3) S dHex Hex HexNAc(3)	0
S	null	dHex(1)Hex(3)HexNAc(3)Sulf(1)	O(3) S dHex Hex(3) HexNAc(3)	0
S	Palmitoleyl	Palmitoleyl	H(28) C(16) O	0
S	null	PhosphoCytidine	H(12) C(9) N(3) O(7) P	0
S	Decanoyl	Decanoyl	H(18) C(10) O	0
S	null	dHex(2)Hex(3)HexNAc(2)NeuGc(1)	dHex(2) Hex(3) HexNAc(2) NeuGc(1)	0
S	null	N-dimethylphosphate	H(6) C(2) N O(2) P	0
S	null	Hex(2)HexNAc(1)NeuGc(1)	Hex(2) HexNAc(1) NeuGc(1)	0
S	null	Hex(1)HexNAc(1)NeuAc(3)	Hex(1) HexNAc(1) NeuAc(3)	0
S	null	Hex(1)HexNAc(1)NeuGc(3)	Hex(1) HexNAc(1) NeuGc(3)	0
S	null	dHex(1)Hex(3)HexNAc(1)Sulf(1)	O(3) S dHex Hex(3) HexNAc	0
S	null	TAMRA-FP	H(46) C(37) N(3) O(6) P	0
S	null	azole	H(-4) O(-1)	0
S	null	dHex(1)Hex(2)HexNAc(3)NeuAc(1)	dHex(1) Hex(2) HexNAc(3) NeuAc(1)	0
S	Cytopiloyne+water	Cytopiloyne+water	H(24) C(19) O(8)	0
S	null	dHex(2)Hex(2)HexNAc(2)	dHex(2) Hex(2) HexNAc(2)	0
S	null	dHex(4)Hex(2)HexNAc(2)Kdn(1)	dHex(4) Hex(2) HexNAc(2) Kdn	0
S	null	dHex(2)Hex(3)HexNAc(3)NeuGc(1)	dHex(2) Hex(3) HexNAc(3) NeuGc(1)	0
S	null	Hex(1)NeuAc(1)Pent(1)	Pent Hex NeuAc	0
S	null	Hex(3)HexNAc(6)	Hex(3) HexNAc(6)	0
S	null	Hex(1)HexA(1)	Hex HexA	0
S	null	dHex(1)Hex(2)HexNAc(2)NeuGc(1)	dHex(1) Hex(2) HexNAc(2) NeuGc(1)	0
S	null	Hex(1)HexNAc(3)NeuGc(1)	Hex(1) HexNAc(3) NeuGc(1)	0
S	null	HexNAc(3)	HexNAc(3)	0
S	null	Hex(2)HexNAc(2)NeuAc(1)Sulf(1)	O(3) S Hex(2) HexNAc(2) NeuAc	0
S	null	dHex(2)Hex(2)HexNAc(3)Sulf(1)	O(3) S dHex(2) Hex(2) HexNAc(3)	0
S	null	dHex(2)Hex(3)HexNAc(2)	dHex(2) Hex(3) HexNAc(2)	0
S	null	dHex(1)HexNAc(4)	dHex(1) HexNAc(4)	0
S	null	Hex(1)HexNAc(3)	Hex(1) HexNAc(3)	0
S	null	dHex(2)Hex(3)HexNAc(3)NeuAc(1)	dHex(2) Hex(3) HexNAc(3) NeuAc(1)	0
S	null	dHex(1)Hex(4)HexNAc(4)NeuAc(1)	dHex(1) Hex(4) HexNAc(4) NeuAc(1)	0
S	Cytopiloyne	Cytopiloyne	H(22) C(19) O(7)	0
S	FMN	FMN	H(19) C(17) N(4) O(8) P	0
S	Propionyl	Propionyl	H(4) C(3) O	0
S	Hex(1)HexNAc(1)NeuAc(2)	Hex(1)HexNAc(1)NeuAc(2)	Hex HexNAc NeuAc(2)	0
S	null	Biotin-phenacyl	H(38) C(29) N(8) O(6) S	0
S	null	Hex(3)HexNAc(3)NeuAc(1)	Hex(3) HexNAc(3) NeuAc(1)	0
S	null	O-Methylphosphate	H(3) C O(3) P	0
S	null	Hex(4)HexNAc(4)NeuAc(1)Sulf(2)	O(6) S(2) Hex(4) HexNAc(4) NeuAc	0
S	Hex(2)HexNAc(2)dHex(1)	Hex(2)HexNAc(2)dHex(1)	dHex Hex(2) HexNAc(2)	0
S	null	dHex(4)Hex(1)HexNAc(1)Kdn(2)	dHex(4) Hex HexNAc Kdn(2)	0
S	null	Methylmalonylation	H(4) C(4) O(3)	0
S	FTC	FTC	H(15) C(21) N(3) O(5) S	0
S	null	Hex(6)Phos(1)	H O(3) P Hex(6)	0
S	null	Hex(2)HexNAc(2)Sulf(1)	O(3) S Hex(2) HexNAc(2)	0
S	null	Biotin:Thermo-88317	H(42) C(22) N(3) O(4) P	0
S	null	Hex(1)HexNAc(1)Phos(1)	H O(3) P Hex HexNAc	0
S	null	dHex(1)Hex(1)	dHex Hex	0
S	null	Hex(1)HexNAc(1)	Hex HexNAc	0
S	null	Hex(1)HexNAc(1)NeuAc(2)Ac(1)	Ac Hex HexNAc NeuAc(2)	0
S	Methyl	Methyl	H(2) C	0
S	null	dHex(2)HexNAc(7)	dHex(2) HexNAc(7)	0
S	Hex(4)HexNAc(4)	Hex(4)HexNAc(4)	Hex(4) HexNAc(4)	0
S	null	dHex(1)Hex(1)HexNAc(1)NeuGc(1)	dHex(1) Hex(1) HexNAc(1) NeuGc(1)	0
S	null	dHex(1)Hex(2)HexNAc(2)NeuAc(1)Sulf(1)	O(3) S dHex Hex(2) HexNAc(2) NeuAc	0
S	null	Hex(2)HexNAc(3)NeuAc(2)	Hex(2) HexNAc(3) NeuAc(2)	0
S	null	Hex(1)HexA(1)HexNAc(2)	Hex(1) HexA(1) HexNAc(2)	0
S	null	dHex(1)Hex(1)HexNAc(2)NeuGc(1)	dHex(1) Hex(1) HexNAc(2) NeuGc(1)	0
S	null	Hex(2)HexNAc(2)NeuAc(2)	Hex(2) HexNAc(2) NeuAc(2)	0
S	null	Hex(1)HexNAc(1)Kdn(1)Sulf(1)	O(3) S Hex HexNAc Kdn	0
S	Phosphopantetheine	Phosphopantetheine	H(21) C(11) N(2) O(6) P S	0
S	null	dHex(3)Hex(2)HexNAc(4)	dHex(3) Hex(2) HexNAc(4)	0
S	null	Hex(4)HexNAc(4)Sulf(2)	O(6) S(2) Hex(4) HexNAc(4)	0
S	null	Hex(3)HexNAc(3)Sulf(1)	O(3) S Hex(3) HexNAc(3)	0
S	null	dHex(2)Hex(4)HexNAc(4)	dHex(2) Hex(4) HexNAc(4)	0
S	Palmitoyl	Palmitoyl	H(30) C(16) O	0
S	null	O-Dimethylphosphate	H(5) C(2) O(3) P	0
S	null	Hex(2)NeuAc(1)	Hex(2) NeuAc	0
S	null	dHex(2)Hex(2)HexA(1)HexNAc(2)Sulf(1)	O(3) S dHex(2) Hex(2) HexA HexNAc(2)	0
S	Sulfo	Sulfo	O(3) S	0
C-term	null	Puromycin	H(27) C(22) N(7) O(4)	0
C-term	null	Cation:Mg[II]	H(-2) Mg	0
C-term	null	Propargylamine	H(3) C(3) N O(-1)	0
C-term	Glu	Glu	H(7) C(5) N O(3)	0
C-term	null	Ammonium	H(3) N	0
C-term	null	Cation:Zn[II]	H(-2) Zn	0
C-term	null	Cation:Ca[II]	H(-2) Ca	0
C-term	Methyl	Methyl	H(2) C	0
C-term	a-type-ion	a-type-ion	H(-2) C(-1) O(-2)	0
C-term	null	Biotin:Thermo-21360	H(37) C(21) N(5) O(6) S	0
C-term	Cation:Cu[I]	Cation:Cu[I]	H(-1) Cu	0
C-term	Ethyl	Ethyl	H(4) C(2)	0
C-term	Microcin	Microcin	H(37) C(36) N(3) O(20)	0
C-term	null	Cation:Fe[II]	H(-2) Fe	0
C-term	null	Triton	H(20) C(14)	0
C-term	Amidated	Amidated	H N O(-1)	1
C-term	GluGlu	GluGlu	H(14) C(10) N(2) O(6)	0
C-term	GPIanchor	GPIanchor	H(6) C(2) N O(3) P	0
C-term	null	Cation:Ag	H(-1) Ag	0
C-term	GluGluGluGlu	GluGluGluGlu	H(28) C(20) N(4) O(12)	0
C-term	SulfanilicAcid:13C(6)	SulfanilicAcid:13C(6)	H(5) 13C(6) N O(2) S	0
C-term	GluGluGlu	GluGluGlu	H(21) C(15) N(3) O(9)	0
C-term	null	Propyl	H(6) C(3)	0
C-term	Cation:K	Cation:K	H(-1) K	0
C-term	null	Cation:Ni[II]	H(-2) Ni	0
C-term	null	Ahx2+Hsl	H(27) C(16) N(3) O(3)	0
C-term	Cholesterol	Cholesterol	H(44) C(27)	0
C-term	null	Cation:Li	H(-1) Li	0
C-term	Cation:Na	Cation:Na	H(-1) Na	0
C-term	Biotin-PEO-Amine	Biotin-PEO-Amine	H(28) C(16) N(4) O(3) S	0
C-term	null	Ethanolamine	H(5) C(2) N	0
C-term	MicrocinC7	MicrocinC7	H(19) C(13) N(6) O(6) P	0
C-term	null	Tween80	H(31) C(18) O	0
T	Hep	Hep	Hep	0
T	null	dHex(2)Hex(4)	dHex(2) Hex(4)	0
T	null	Hex(4)HexNAc(4)NeuAc(1)Sulf(2)	O(6) S(2) Hex(4) HexNAc(4) NeuAc	0
T	null	dHex(4)Hex(3)HexNAc(3)	dHex(4) Hex(3) HexNAc(3)	0
T	null	Hex(1)HexNAc(3)NeuAc(2)	Hex(1) HexNAc(3) NeuAc(2)	0
T	null	Hex(3)HexNAc(3)NeuGc(1)	Hex(3) HexNAc(3) NeuGc(1)	0
T	Methylamine	Methylamine	H(3) C N O(-1)	0
T	null	O-Methylphosphate	H(3) C O(3) P	0
T	null	HexNAc(2)NeuAc(1)	HexNAc(2) NeuAc(1)	0
T	null	Hex(1)HexNAc(1)NeuGc(2)	Hex(1) HexNAc(1) NeuGc(2)	0
T	null	dHex(1)Hex(2)HexNAc(4)	dHex(1) Hex(2) HexNAc(4)	0
T	null	dHex(2)Hex(1)HexNAc(3)	dHex(2) Hex(1) HexNAc(3)	0
T	null	Hex(1)HexNAc(2)NeuAc(2)Sulf(1)	O(3) S Hex HexNAc(2) NeuAc(2)	0
T	null	dHex(3)Hex(3)HexNAc(3)	dHex(3) Hex(3) HexNAc(3)	0
T	null	ethylamino	H(5) C(2) N O(-1)	0
T	null	Hex(2)HexNAc(3)NeuAc(1)Sulf(1)	O(3) S Hex(2) HexNAc(3) NeuAc	0
T	Palmitoleyl	Palmitoleyl	H(28) C(16) O	0
T	null	dHex(1)Hex(2)HexNAc(2)NeuGc(3)	dHex(1) Hex(2) HexNAc(2) NeuGc(3)	0
T	null	dHex(1)Hex(3)HexNAc(6)	dHex(1) Hex(3) HexNAc(6)	0
T	Didehydro	Didehydro	H(-2)	0
T	null	dHex(1)Hex(1)HexNAc(1)NeuGc(1)	dHex(1) Hex(1) HexNAc(1) NeuGc(1)	0
T	null	HexNAc(5)	HexNAc(5)	0
T	null	Hex(3)HexNAc(3)NeuGc(1)Sulf(1)	O(3) S Hex(3) HexNAc(3) NeuGc	0
T	null	dHex(2)Hex(3)HexNAc(4)	dHex(2) Hex(3) HexNAc(4)	0
T	Hex(1)HexNAc(1)NeuAc(1)	Hex(1)HexNAc(1)NeuAc(1)	Hex HexNAc NeuAc	0
T	Hex(1)HexNAc(2)dHex(2)	Hex(1)HexNAc(2)dHex(2)	dHex(2) Hex HexNAc(2)	0
T	null	HexNAc(1)Kdn(2)	HexNAc Kdn(2)	0
T	null	Hex(1)HexNAc(1)NeuGc(4)	Hex(1) HexNAc(1) NeuGc(4)	0
T	null	Hex(3)HexNAc(3)Sulf(1)	O(3) S Hex(3) HexNAc(3)	0
T	null	Hex(2)HexNAc(1)Me(1)	Me Hex(2) HexNAc	0
T	null	dHex(4)Hex(1)HexNAc(1)Kdn(2)	dHex(4) Hex HexNAc Kdn(2)	0
T	PhosphoHex	PhosphoHex	H O(3) P Hex	0
T	null	dHex(2)Hex(2)HexA(1)	dHex(2) Hex(2) HexA(1)	0
T	null	HexNAc(3)	HexNAc(3)	0
T	null	dHex(2)Hex(2)HexA(1)HexNAc(1)	dHex(2) Hex(2) HexA(1) HexNAc(1)	0
T	null	Hex(3)HexNAc(3)	Hex(3) HexNAc(3)	0
T	DAET	DAET	H(9) C(4) N O(-1) S	0
T	null	Hex(4)Phos(1)	H O(3) P Hex(4)	0
T	Dehydrated	Dehydrated	H(-2) O(-1)	0
T	Hex(4)HexNAc(4)	Hex(4)HexNAc(4)	Hex(4) HexNAc(4)	0
T	null	dHex(2)Hex(1)HexNAc(2)Kdn(1)	dHex(2) Hex HexNAc(2) Kdn	0
T	null	dHex(1)Hex(1)HexNAc(3)NeuAc(1)Sulf(1)	O(3) S dHex Hex HexNAc(3) NeuAc	0
T	Hex(1)HexNAc(1)NeuAc(2)	Hex(1)HexNAc(1)NeuAc(2)	Hex HexNAc NeuAc(2)	0
T	Deoxy	Deoxy	O(-1)	0
T	null	AMTzHexNAc2	H(30) C(19) N(6) O(10)	0
T	null	MercaptoEthanol	H(4) C(2) S	0
T	null	Hex(2)HexNAc(3)	Hex(2) HexNAc(3)	0
T	null	Hex(2)HexNAc(2)NeuAc(2)Sulf(1)	O(3) S Hex(2) HexNAc(2) NeuAc(2)	0
T	null	dHex(3)Hex(2)HexNAc(3)Kdn(1)	dHex(3) Hex(2) HexNAc(3) Kdn	0
T	null	Hex(1)HexNAc(2)Sulf(1)	O(3) S Hex HexNAc(2)	0
T	null	dHex(2)Hex(3)HexNAc(1)Sulf(1)	O(3) S dHex(2) Hex(3) HexNAc	0
T	Decanoyl	Decanoyl	H(18) C(10) O	0
T	null	dHex(2)Hex(3)HexNAc(3)NeuAc(2)	dHex(2) Hex(3) HexNAc(3) NeuAc(2)	0
T	null	Hex(6)HexNAc(4)	Hex(6) HexNAc(4)	0
T	dHex(1)Hex(3)HexNAc(4)	dHex(1)Hex(3)HexNAc(4)	dHex Hex(3) HexNAc(4)	0
T	null	PhosphoHex(2)	H O(3) P Hex(2)	0
T	null	dHex(1)Hex(2)HexNAc(2)NeuAc(2)Sulf(1)	O(3) S dHex Hex(2) HexNAc(2) NeuAc(2)	0
T	null	Hex(2)HexNAc(5)	Hex(2) HexNAc(5)	0
T	null	Hex(3)HexNAc(3)NeuAc(2)Sulf(1)	O(3) S Hex(3) HexNAc(3) NeuAc(2)	0
T	HexNAc(1)dHex(1)	HexNAc(1)dHex(1)	dHex HexNAc	0
T	Methyl	Methyl	H(2) C	0
T	null	dHex(3)Hex(4)HexNAc(4)	dHex(3) Hex(4) HexNAc(4)	0
T	null	Hex(2)HexNAc(1)NeuGc(1)	Hex(2) HexNAc(1) NeuGc(1)	0
T	null	dHex(1)Hex(3)HexA(1)HexNAc(2)	dHex(1) Hex(3) HexA(1) HexNAc(2)	0
T	null	dHex(2)Hex(2)HexNAc(2)Kdn(1)	dHex(2) Hex(2) HexNAc(2) Kdn	0
T	null	dHex(1)Hex(1)HexNAc(3)	dHex(1) Hex(1) HexNAc(3)	0
T	null	Hex(2)HexA(1)Pent(1)Sulf(1)	O(3) S Pent Hex(2) HexA	0
T	null	dHex(1)Hex(2)HexNAc(2)NeuAc(2)	dHex(1) Hex(2) HexNAc(2) NeuAc(2)	0
T	null	dHex(2)Hex(2)HexNAc(2)	dHex(2) Hex(2) HexNAc(2)	0
T	null	dHex(2)Hex(3)	dHex(2) Hex(3)	0
T	null	Hex(3)HexNAc(5)	Hex(3) HexNAc(5)	0
T	null	dHex(1)Hex(2)HexNAc(2)NeuGc(1)	dHex(1) Hex(2) HexNAc(2) NeuGc(1)	0
T	Sulfo	Sulfo	O(3) S	0
T	Thiophos-S-S-biotin	Thiophos-S-S-biotin	H(34) C(19) N(4) O(5) P S(3)	0
T	null	dHex(1)Hex(1)HexNAc(3)NeuAc(1)	dHex(1) Hex(1) HexNAc(3) NeuAc(1)	0
T	null	HexNAc(2)NeuGc(1)	HexNAc(2) NeuGc(1)	0
T	null	Hex(3)HexNAc(3)NeuAc(1)Sulf(1)	O(3) S Hex(3) HexNAc(3) NeuAc	0
T	HexN	HexN	HexN	0
T	null	Ethylphosphate	H(5) C(2) O(3) P	0
T	null	HexNAc(1)NeuGc(1)	HexNAc NeuGc	0
T	null	Hex(2)HexA(1)NeuAc(1)Pent(1)Sulf(1)	O(3) S Pent Hex(2) HexA NeuAc	0
T	Octanoyl	Octanoyl	H(14) C(8) O	0
T	null	Hex(2)HexNAc(4)	Hex(2) HexNAc(4)	0
T	null	Hex(5)	Hex(5)	0
T	Cytopiloyne+water	Cytopiloyne+water	H(24) C(19) O(8)	0
T	null	dHex(1)Hex(2)HexNAc(1)	dHex(1) Hex(2) HexNAc(1)	0
T	dHex(1)Hex(4)HexNAc(4)	dHex(1)Hex(4)HexNAc(4)	dHex Hex(4) HexNAc(4)	0
T	null	Hex(1)Pent(2)	Pent(2) Hex	0
T	null	Hex(4)HexNAc(4)NeuAc(1)	Hex(4) HexNAc(4) NeuAc(1)	0
T	null	dHex(2)Hex(1)HexNAc(2)NeuAc(1)	dHex(2) Hex(1) HexNAc(2) NeuAc(1)	0
T	null	dHex(2)Hex(2)	dHex(2) Hex(2)	0
T	null	dHex(1)Hex(1)HexNAc(1)Kdn(1)	dHex Hex HexNAc Kdn	0
T	Hex(3)	Hex(3)	Hex(3)	0
T	null	dHex(2)Hex(2)HexNAc(3)NeuAc(1)	dHex(2) Hex(2) HexNAc(3) NeuAc(1)	0
T	null	dHex(1)Hex(3)HexNAc(3)	dHex(1) Hex(3) HexNAc(3)	0
T	null	dHex(1)Hex(1)HexNAc(2)NeuAc(1)	dHex(1) Hex(1) HexNAc(2) NeuAc(1)	0
T	null	dHex(1)Hex(1)HexA(1)HexNAc(3)	dHex(1) Hex(1) HexA(1) HexNAc(3)	0
T	null	dHex(1)Hex(2)HexA(1)HexNAc(1)	dHex(1) Hex(2) HexA(1) HexNAc(1)	0
T	null	Hex(5)Phos(3)	H(3) O(9) P(3) Hex(5)	0
T	null	dHex(2)Hex(4)HexNAc(1)	dHex(2) Hex(4) HexNAc(1)	0
T	null	dHex(1)Hex(3)HexA(2)HexNAc(2)	dHex(1) Hex(3) HexA(2) HexNAc(2)	0
T	null	dHex(2)Hex(1)HexNAc(1)Kdn(1)	dHex(2) Hex HexNAc Kdn	0
T	null	dHex(1)Hex(3)HexA(1)HexNAc(2)Sulf(1)	O(3) S dHex Hex(3) HexA HexNAc(2)	0
T	null	dHex(2)Hex(3)HexA(1)HexNAc(3)Sulf(1)	O(3) S dHex(2) Hex(3) HexA HexNAc(3)	0
T	GG	GG	H(6) C(4) N(2) O(2)	0
T	Hex(1)HexNAc(2)dHex(1)	Hex(1)HexNAc(2)dHex(1)	dHex Hex HexNAc(2)	0
T	null	dHex(1)Hex(2)	dHex Hex(2)	0
T	null	Hex(2)HexNAc(3)NeuAc(1)NeuGc(1)	Hex(2) HexNAc(3) NeuAc(1) NeuGc(1)	0
T	null	dHex(2)Hex(2)HexNAc(4)	dHex(2) Hex(2) HexNAc(4)	0
T	null	Hex(1)HexNAc(1)NeuAc(1)NeuGc(1)	Hex(1) HexNAc(1) NeuAc(1) NeuGc(1)	0
T	null	dHex(2)Hex(2)HexNAc(2)NeuAc(1)	dHex(2) Hex(2) HexNAc(2) NeuAc(1)	0
T	null	dHex(3)Hex(2)HexNAc(2)Kdn(1)	dHex(3) Hex(2) HexNAc(2) Kdn	0
T	null	Hex(2)HexNAc(3)NeuGc(2)	Hex(2) HexNAc(3) NeuGc(2)	0
T	null	dHex(2)Hex(4)HexNAc(2)	dHex(2) Hex(4) HexNAc(2)	0
T	null	Hex(2)HexNAc(1)NeuGc(4)	Hex(2) HexNAc(1) NeuGc(4)	0
T	null	dHex(3)Hex(3)HexNAc(3)NeuAc(1)	dHex(3) Hex(3) HexNAc(3) NeuAc(1)	0
T	null	Gly	H(3) C(2) N O	0
T	null	dHex(3)Hex(1)HexNAc(2)Kdn(1)	dHex(3) Hex HexNAc(2) Kdn	0
T	EDT-maleimide-PEO-biotin	EDT-maleimide-PEO-biotin	H(39) C(25) N(5) O(6) S(3)	0
T	null	dHex(1)Hex(2)HexNAc(1)Sulf(1)	O(3) S dHex Hex(2) HexNAc	0
T	Phospho	Phospho	H O(3) P	1
T	null	Hex(1)HexNAc(1)NeuAc(1)Ac(1)	Ac Hex HexNAc NeuAc	0
T	null	Hex(1)HexNAc(1)dHex(1)Me(2)	Me(2) dHex Hex HexNAc	0
T	null	dHex(1)Hex(3)HexNAc(5)	dHex(1) Hex(3) HexNAc(5)	0
T	null	HexNAc(1)NeuGc(2)	HexNAc(1) NeuGc(2)	0
T	null	Hex(3)HexNAc(1)	Hex(3) HexNAc(1)	0
T	null	Hex(2)HexNAc(3)NeuAc(3)	Hex(2) HexNAc(3) NeuAc(3)	0
T	null	dHex(3)Hex(2)HexNAc(3)	dHex(3) Hex(2) HexNAc(3)	0
T	null	Hex(1)Pent(1)	Pent Hex	0
T	dHex	dHex	dHex	0
T	null	NeuAc	NeuAc	0
T	null	Hex(2)HexNAc(1)Sulf(1)	O(3) S Hex(2) HexNAc	0
T	null	dHex(1)HexNAc(5)	dHex(1) HexNAc(5)	0
T	null	Phosphopropargyl	H(4) C(3) N O(2) P	0
T	null	dHex(4)HexNAc(3)Kdn(1)	dHex(4) HexNAc(3) Kdn	0
T	Hex(1)HexNAc(1)dHex(1)	Hex(1)HexNAc(1)dHex(1)	dHex Hex HexNAc	0
T	null	dHex(1)Hex(4)HexNAc(2)	dHex(1) Hex(4) HexNAc(2)	0
T	null	dHex(1)Hex(3)HexA(1)HexNAc(3)Sulf(1)	O(3) S dHex Hex(3) HexA HexNAc(3)	0
T	null	Hex(1)HexNAc(1)Sulf(1)	O(3) S Hex HexNAc	0
T	null	Hex(4)HexNAc(1)	Hex(4) HexNAc(1)	0
T	null	Hex(2)HexNAc(3)Sulf(1)	O(3) S Hex(2) HexNAc(3)	0
T	Formyl	Formyl	C O	0
T	null	dHex(2)Hex(2)HexNAc(2)Sulf(1)	O(3) S dHex(2) Hex(2) HexNAc(2)	0
T	null	Hex(10)Phos(3)	H(3) O(9) P(3) Hex(10)	0
T	null	dHex(1)Hex(2)HexNAc(4)NeuAc(1)	dHex(1) Hex(2) HexNAc(4) NeuAc(1)	0
